,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,type
401,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,2
402,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,2
403,0.575,0.465,0.175,1.099,0.4735,0.2019999999999999,0.35,2
404,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,3
405,0.63,0.5,0.155,1.005,0.367,0.1989999999999999,0.36,3
406,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,3
407,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,3
408,0.37,0.28,0.085,0.198,0.0805,0.0455,0.0579999999999999,1
409,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,1
410,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,1
411,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,3
412,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,1
413,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,1
414,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,1
415,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,3
416,0.565,0.44,0.175,1.122,0.3929999999999999,0.2,0.375,3
417,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,1
418,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,1
419,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,1
420,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,3
421,0.4,0.315,0.09,0.33,0.151,0.068,0.08,1
422,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,2
423,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,3
424,0.64,0.54,0.175,1.221,0.51,0.259,0.39,3
425,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,2
426,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,1
427,0.45,0.35,0.135,0.56,0.231,0.1369999999999999,0.145,3
428,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,2
429,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,1
430,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,1
431,0.55,0.425,0.15,0.639,0.2689999999999999,0.1345,0.217,2
432,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,3
433,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,2
434,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,1
435,0.655,0.545,0.19,1.4245,0.6325,0.3329999999999999,0.3779999999999999,2
436,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,3
437,0.255,0.18,0.065,0.079,0.034,0.0139999999999999,0.025,1
438,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,3
439,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,2
440,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,3
441,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,1
442,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,1
443,0.405,0.29,0.09,0.2825,0.1119999999999999,0.075,0.0815,1
444,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,1
445,0.59,0.45,0.16,0.998,0.445,0.214,0.301,2
446,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,1
447,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,3
448,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,3
449,0.365,0.27,0.085,0.1969999999999999,0.0815,0.0325,0.065,1
450,0.47,0.345,0.14,0.4615,0.2289999999999999,0.1105,0.1159999999999999,2
451,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,2
452,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,1
453,0.645,0.535,0.19,1.2395,0.4679999999999999,0.2385,0.424,2
454,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,2
455,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,3
456,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945,2
457,0.57,0.455,0.155,0.8320000000000001,0.3585,0.174,0.2769999999999999,3
458,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,2
459,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,3
460,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,1
461,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,2
462,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,1
463,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,3
464,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,2
465,0.6,0.46,0.17,1.1805,0.456,0.337,0.3289999999999999,3
466,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,3
467,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,1
468,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,2
469,0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,2
470,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,1
471,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,2
472,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,1
473,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,3
474,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,1
475,0.685,0.535,0.175,1.432,0.637,0.247,0.46,3
476,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,1
477,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,3
478,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,1
479,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,2
480,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,1
481,0.605,0.475,0.175,1.0759999999999998,0.4629999999999999,0.2195,0.335,2
482,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,2
483,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,1
484,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,2
485,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,2
486,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,3
487,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,3
488,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,2
489,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,1
490,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,2
491,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,2
492,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,2
493,0.605,0.455,0.16,1.1215,0.5329999999999999,0.273,0.271,2
494,0.65,0.505,0.19,1.274,0.59,0.23,0.391,3
495,0.225,0.17,0.05,0.0515,0.019,0.012,0.017,1
496,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,3
497,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,2
498,0.62,0.49,0.16,1.0659999999999998,0.446,0.246,0.305,3
499,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,1
500,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,1
501,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,2
502,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,3
503,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.286,1
504,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,1
505,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,3
506,0.595,0.475,0.165,1.213,0.621,0.2435,0.2739999999999999,2
507,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,2
508,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,3
509,0.635,0.52,0.175,1.2919999999999998,0.6,0.2689999999999999,0.367,3
510,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,1
511,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,2
512,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,3
513,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,1
514,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,3
515,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,2
516,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,1
517,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,1
518,0.68,0.57,0.205,1.842,0.625,0.408,0.65,3
519,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,2
520,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,2
521,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,3
522,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285,3
523,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,1
524,0.435,0.325,0.105,0.335,0.136,0.065,0.115,1
525,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,2
526,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,1
527,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,3
528,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,3
529,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,3
530,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,2
531,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,2
532,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,3
533,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,1
534,0.655,0.515,0.155,1.3090000000000002,0.524,0.346,0.385,3
535,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,2
536,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,1
537,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,3
538,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,2
539,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,3
540,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,1
541,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,3
542,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,3
543,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,1
544,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,3
545,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,3
546,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,3
547,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,1
548,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,1
549,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,3
550,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,1
551,0.53,0.43,0.17,0.775,0.35,0.152,0.235,3
552,0.44,0.325,0.115,0.39,0.163,0.087,0.113,1
553,0.505,0.39,0.12,0.653,0.3315,0.1385,0.1669999999999999,2
554,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,1
555,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,2
556,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,3
557,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,1
558,0.2,0.155,0.04,0.0435,0.0155,0.009,0.0069999999999999,1
559,0.325,0.23,0.09,0.147,0.06,0.034,0.045,1
560,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,1
561,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,3
562,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,3
563,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,3
564,0.64,0.51,0.175,1.368,0.515,0.266,0.57,3
565,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,1
566,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,1
567,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,2
568,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,2
569,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,1
570,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,1
571,0.425,0.35,0.105,0.3929999999999999,0.13,0.063,0.165,2
572,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,3
573,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,1
574,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,3
575,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,3
576,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,1
577,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,1
578,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,3
579,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,2
580,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,1
581,0.35,0.26,0.095,0.211,0.086,0.0559999999999999,0.068,1
582,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,3
583,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,3
584,0.47,0.375,0.13,0.5795,0.2145,0.1639999999999999,0.195,3
585,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,3
586,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,3
587,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,3
588,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,3
589,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,3
590,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,3
591,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,1
592,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,1
593,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,3
594,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,2
595,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,1
596,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,3
597,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,2
598,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,3
599,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,1
600,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,3
601,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,1
602,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,3
603,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,1
604,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,3
605,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,2
606,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,3
607,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,1
608,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,3
609,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,3
610,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,2
611,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,2
612,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,3
613,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,1
614,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,3
615,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,2
616,0.35,0.265,0.085,0.1735,0.0775,0.034,0.0559999999999999,1
617,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,2
618,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,2
619,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,2
620,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415,3
621,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,2
622,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,3
623,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,1
624,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,1
625,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,2
626,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,3
627,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,3
628,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,2
629,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,1
630,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,2
631,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,2
632,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,1
633,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,1
634,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,1
635,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,1
636,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,1
637,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.0409999999999999,1
638,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,3
639,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,2
640,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,2
641,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,1
642,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,1
643,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,2
644,0.49,0.38,0.14,0.7605,0.245,0.1669999999999999,0.185,2
645,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,1
646,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,2
647,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,3
648,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,3
649,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,1
650,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,1
651,0.61,0.5,0.18,1.4380000000000002,0.5185,0.3735,0.3345,2
652,0.385,0.3,0.125,0.3429999999999999,0.1705,0.0735,0.081,1
653,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,1
654,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,2
655,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,2
656,0.58,0.45,0.15,0.92,0.3929999999999999,0.212,0.2895,2
657,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,1
658,0.44,0.34,0.105,0.344,0.123,0.081,0.125,1
659,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,2
660,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,3
661,0.275,0.2,0.065,0.1165,0.0565,0.013,0.035,1
662,0.52,0.43,0.15,0.728,0.302,0.1575,0.235,3
663,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,1
664,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,2
665,0.505,0.38,0.13,0.6559999999999999,0.2269999999999999,0.1785,0.22,3
666,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,1
667,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,3
668,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,2
669,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,1
670,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,2
671,0.645,0.505,0.185,1.463,0.5920000000000001,0.3905,0.416,2
672,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,2
673,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,2
674,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,2
675,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,2
676,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,2
677,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,3
678,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,2
679,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,3
680,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,3
681,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,1
682,0.215,0.17,0.055,0.0605,0.0205,0.0139999999999999,0.02,1
683,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,1
684,0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,2
685,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,1
686,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,3
687,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,3
688,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,3
689,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,1
690,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,2
691,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,3
692,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,1
693,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,3
694,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,2
695,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,3
696,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,1
697,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,3
698,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,1
699,0.515,0.39,0.155,0.7125,0.3695,0.1369999999999999,0.155,1
700,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,2
701,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,3
702,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,2
703,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,2
704,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,3
705,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,2
706,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,3
707,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,2
708,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,1
709,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,3
710,0.48,0.375,0.145,0.777,0.216,0.13,0.17,2
711,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,3
712,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,2
713,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,1
714,0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,2
715,0.35,0.26,0.09,0.198,0.0725,0.0559999999999999,0.06,2
716,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,2
717,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,1
718,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,3
719,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,1
720,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,2
721,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,1
722,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,1
723,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,1
724,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,3
725,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,2
726,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,3
727,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,2
728,0.71,0.56,0.175,1.724,0.5660000000000001,0.4575,0.4625,3
729,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,1
730,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,1
731,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,3
732,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,1
733,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,3
734,0.44,0.34,0.105,0.369,0.1639999999999999,0.08,0.1015,1
735,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,3
736,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,3
737,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,1
738,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,1
739,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,3
740,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,2
741,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,2
742,0.6,0.475,0.155,1.0590000000000002,0.441,0.19,0.39,3
743,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,2
744,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,3
745,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,2
746,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,3
747,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,3
748,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,3
749,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,2
750,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,2
751,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,1
752,0.595,0.495,0.235,1.366,0.5065,0.2189999999999999,0.52,3
753,0.575,0.425,0.14,0.8635,0.3929999999999999,0.2269999999999999,0.2,3
754,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,3
755,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,1
756,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,3
757,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,2
758,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,1
759,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,2
760,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,3
761,0.37,0.265,0.075,0.214,0.09,0.051,0.07,1
762,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,3
763,0.665,0.535,0.195,1.606,0.5755,0.3879999999999999,0.48,3
764,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,1
765,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,2
766,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,3
767,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,2
768,0.45,0.35,0.13,0.46,0.174,0.111,0.135,1
769,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,2
770,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,1
771,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,1
772,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,2
773,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,3
774,0.33,0.255,0.08,0.205,0.0895,0.0395,0.055,1
775,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,2
776,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,1
777,0.575,0.44,0.15,0.983,0.486,0.215,0.239,1
778,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,3
779,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,1
780,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,1
781,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,2
782,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,2
783,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,3
784,0.265,0.205,0.07,0.1055,0.039,0.0409999999999999,0.035,1
785,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,1
786,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,3
787,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,2
788,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,3
789,0.62,0.5,0.175,1.146,0.477,0.23,0.39,3
790,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,2
791,0.61,0.475,0.15,1.142,0.62,0.237,0.245,2
792,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,2
793,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,1
794,0.585,0.51,0.16,1.218,0.639,0.241,0.3,3
795,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,3
796,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,3
797,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,2
798,0.67,0.52,0.15,1.406,0.519,0.348,0.37,3
799,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,2
800,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,2
801,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,3
802,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,3
803,0.555,0.41,0.125,0.599,0.2345,0.1465,0.1939999999999999,1
